gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSMUSG00000011306	171.629	-0.02798003	0.10997684	0.6267531	0.9009261
ENSMUSG00000011382	91.14312	-0.05708567	0.11814155	0.2779543	0.7268335
ENSMUSG00000011427	192.4416	0.02381398	0.10748746	0.6862321	0.9221794
ENSMUSG00000011463	0.4773049	0.005721357	0.20131859	0.6234155	NA
ENSMUSG00000011486	0.2155945	0	0.21433687	1	NA
ENSMUSG00000011589	158.1404	-0.03850741	0.11106633	0.5005501	0.8495695
ENSMUSG00000011632	0.08627588	0.002130945	0.21590586	0.8417778	NA
ENSMUSG00000011658	114.3131	-0.1028415	0.11785201	0.07564055	0.4987801
ENSMUSG00000011751	1140.931	0.02851879	0.10497092	0.6362152	0.904504
ENSMUSG00000011752	1829.697	-0.01655019	0.08468186	0.7909155	0.9519488
ENSMUSG00000011831	652.4522	0.1810483	0.08966387	0.005605712	0.1853789
ENSMUSG00000011832	591.8986	-0.1313481	0.10046584	0.04348657	0.4270031
ENSMUSG00000011837	136.22	-0.04014341	0.11017204	0.4875358	0.8437226
ENSMUSG00000011877	974.5301	0.06207387	0.1129088	0.2777634	0.7265396
ENSMUSG00000011884	124.0351	-0.02062509	0.12211609	0.6450244	0.9078975
ENSMUSG00000011958	213.1234	0.01508755	0.10166358	0.8058279	0.9563075
ENSMUSG00000011960	404.1392	-0.0291612	0.07808307	0.6318632	0.902451
ENSMUSG00000012017	19.01031	-0.02229449	0.12970048	0.4914523	0.8452768
ENSMUSG00000012076	318.5887	-0.06977613	0.09886915	0.2689956	0.7194582
ENSMUSG00000012114	168.0544	0.06974528	0.11552313	0.212587	0.6675389
ENSMUSG00000012117	234.0484	-0.07725698	0.10418423	0.2139636	0.6682353
ENSMUSG00000012123	11.12412	-0.01161289	0.12889443	0.7182692	0.9312017
ENSMUSG00000012126	79.60417	-0.08709674	0.12262159	0.09839426	0.542472
ENSMUSG00000012187	0.9396481	-0.001271942	0.15693611	0.9202235	NA
ENSMUSG00000012211	2.802515	0.01538503	0.14518236	0.3978973	0.7984246
ENSMUSG00000012282	0.02828562	0.002130945	0.21590586	0.8417778	NA
ENSMUSG00000012296	49.29639	0.01776314	0.11972346	0.7107996	0.9291425
ENSMUSG00000012350	0.2592586	0.00705852	0.23003267	0.5278737	NA
ENSMUSG00000012405	1136.178	0.02608437	0.10180134	0.6712635	0.9161957
ENSMUSG00000012422	575.8767	0.2083535	0.11277948	0.002348948	0.1283191
ENSMUSG00000012428	1.263627	-0.01340396	0.16780405	0.363936	NA
ENSMUSG00000012429	100.779	0.1701534	0.12173916	0.008214056	0.2197336
ENSMUSG00000012443	15.50907	-0.01478295	0.13097981	0.6072662	0.8955789
ENSMUSG00000012483	27.97715	-0.009371971	0.12550087	0.8079618	0.9568744
ENSMUSG00000012519	1.66963	-0.01077744	0.14826984	0.4989634	NA
ENSMUSG00000012520	0.02933238	0.002130945	0.21590586	0.8417778	NA
ENSMUSG00000012535	645.1878	0.003870793	0.07962727	0.9496405	0.9883768
ENSMUSG00000012609	242.2831	0.05670707	0.10390558	0.3563368	0.7784313
ENSMUSG00000012640	281.3918	0.04965957	0.11205548	0.3837467	0.7936793
ENSMUSG00000012705	7.771783	-0.02220463	0.13978523	0.3232712	0.7581889
ENSMUSG00000012819	20.77257	0.03912103	0.13290262	0.2321429	0.6857958
ENSMUSG00000012848	948.0449	-0.05589154	0.10089714	0.3699783	0.7845675
ENSMUSG00000012889	0.9477092	0.02410767	0.30892265	0.1318045	NA
ENSMUSG00000013033	2950.276	0.1019039	0.10814917	0.1012147	0.5491164
ENSMUSG00000013076	649.169	-0.1773764	0.1196562	0.006754503	0.2064136
ENSMUSG00000013083	0.0378356	0.005574103	0.22446132	0.6115388	NA
ENSMUSG00000013089	448.2284	-0.06245663	0.09557557	0.3241003	0.7583141
ENSMUSG00000013150	84.05161	-0.07547382	0.11902771	0.1611337	0.6176906
ENSMUSG00000013155	21.47036	-0.04931893	0.13270941	0.1695551	0.6277098
ENSMUSG00000013158	0.9614241	0.0078503	0.18403213	0.530559	NA
ENSMUSG00000013160	755.954	-0.1222978	0.07508981	0.04198775	0.420536
ENSMUSG00000013236	2483.142	0.02682254	0.09604465	0.6690879	0.9155711
ENSMUSG00000013275	341.3802	-0.04536637	0.10483806	0.4553567	0.830072
ENSMUSG00000013338	0.02933238	0.002130945	0.21590586	0.8417778	NA
ENSMUSG00000013367	43.56877	0.03012359	0.12298568	0.4964035	0.8482155
ENSMUSG00000013415	0.1247645	-0.0002424003	0.21390401	0.9818237	NA
ENSMUSG00000013419	348.7153	0.07738113	0.0970231	0.2233694	0.677967
ENSMUSG00000013465	200.6868	-0.05852486	0.11189492	0.3098787	0.7494123
ENSMUSG00000013483	1.308347	-0.01901169	0.18763039	0.2301262	NA
ENSMUSG00000013495	237.8186	0.09123314	0.11140881	0.1293323	0.5830344
ENSMUSG00000013523	912.3899	-0.1658271	0.11927623	0.01002698	0.2359462
ENSMUSG00000013539	182.4512	0.04040894	0.10509055	0.5043564	0.8508023
ENSMUSG00000013562	0.05631087	0	0.21433687	1	NA
ENSMUSG00000013584	14.67064	-0.06161829	0.18181856	0.03869146	0.4084258
ENSMUSG00000013593	887.5548	-0.0107213	0.10610108	0.8570065	0.9683374
ENSMUSG00000013611	3.14268	0.01105869	0.14845331	0.489357	0.8450204
ENSMUSG00000013622	306.4588	-0.09801283	0.10225187	0.1227017	0.5731489
ENSMUSG00000013629	159.0898	-0.02753888	0.10699439	0.6423344	0.9069934
ENSMUSG00000013646	188.9637	-0.06782232	0.10637442	0.2661341	0.7183576
ENSMUSG00000013662	721.012	0.08428828	0.10655876	0.172047	0.6295539
ENSMUSG00000013663	2242.09	0.1798783	0.08062035	0.004086738	0.1603696
ENSMUSG00000013698	2214.106	-0.1230928	0.10257452	0.05644789	0.4575547
ENSMUSG00000013701	290.9772	0.03857444	0.10768824	0.5148445	0.8553338
ENSMUSG00000013707	7.068307	0.004239831	0.13245979	0.8629496	0.9694245
ENSMUSG00000013736	255.5896	0.04101421	0.10700714	0.4917606	0.8453461
ENSMUSG00000013766	3.777886	0.02414283	0.21974996	0.1547008	0.6103333
ENSMUSG00000013787	1069.363	-0.06231941	0.08832366	0.3241544	0.7583141
ENSMUSG00000013822	132.2212	-0.08628775	0.11568289	0.1327275	0.5844408
ENSMUSG00000013833	275.4709	0.05254194	0.10377499	0.3920776	0.7966986
ENSMUSG00000013846	83.18301	0.0472953	0.12576847	0.270207	0.7201521
ENSMUSG00000013858	366.0849	-0.1346308	0.11050414	0.0345645	0.3905003
ENSMUSG00000013878	287.2929	-0.05192777	0.10460657	0.3951376	0.7979012
ENSMUSG00000013921	610.3917	0.05114772	0.13228678	0.1643042	0.6210648
ENSMUSG00000013928	0.6450625	-0.003551847	0.19794231	0.7545111	NA
ENSMUSG00000013936	1.721719	-0.006108083	0.14692162	0.6813096	NA
ENSMUSG00000013973	135.3667	-0.05341211	0.11694366	0.3169793	0.7541447
ENSMUSG00000013974	2.059201	-0.004334102	0.15267946	0.7486602	0.9389756
ENSMUSG00000013997	205.1246	-0.02943445	0.10781951	0.6172131	0.8985368
ENSMUSG00000014030	0.5065132	-0.001911627	0.18072503	0.8692036	NA
ENSMUSG00000014039	183.9988	-0.004718	0.10753034	0.9359295	0.9839459
ENSMUSG00000014074	313.9568	-0.1123496	0.0997156	0.08102082	0.50563
ENSMUSG00000014075	57.55756	-0.05281209	0.11594511	0.3298968	0.7607581
ENSMUSG00000014077	584.4906	-0.04279818	0.09704482	0.4957139	0.8478292
ENSMUSG00000014158	6.596461	-0.0005856179	0.13370127	0.9790726	0.995443
ENSMUSG00000014164	169.3768	0.01902989	0.12012935	0.6882961	0.9227679
ENSMUSG00000014177	152.5348	-0.004999124	0.11155102	0.9288556	0.9830033
ENSMUSG00000014195	661.4721	-0.02965352	0.10099231	0.6311313	0.902451
ENSMUSG00000014198	2.445584	-0.002493368	0.14081547	0.8774761	0.9722153
ENSMUSG00000014226	350.611	0.05913378	0.1153377	0.2840561	0.7313271
ENSMUSG00000014232	171.5364	-0.01477436	0.1008628	0.8105307	0.9579539
ENSMUSG00000014243	33.39666	0.002617503	0.12419475	0.9487187	0.9879286
ENSMUSG00000014245	30.11064	-0.02669742	0.12709969	0.4764616	0.8385055
ENSMUSG00000014294	242.0561	-0.06953569	0.11663909	0.2069309	0.6636911
ENSMUSG00000014301	88.51115	-0.06494495	0.11667157	0.2345684	0.6878814
ENSMUSG00000014303	37.95181	0.03216139	0.1262252	0.418134	0.8074475
ENSMUSG00000014313	835.2059	0.04632991	0.10058166	0.456276	0.830072
ENSMUSG00000014329	49.81411	0.03900053	0.11898126	0.4366557	0.8181876
ENSMUSG00000014349	449.0271	0.06298515	0.08334534	0.3127813	0.7516953
ENSMUSG00000014353	403.101	0.003730291	0.08868393	0.9526896	0.9890723
ENSMUSG00000014355	1330.168	0.0134089	0.06062726	0.7993417	0.9543732
ENSMUSG00000014361	263.435	-0.02346018	0.10532549	0.6959895	0.9247747
ENSMUSG00000014402	266.6567	0.006333269	0.08824689	0.919728	0.9813287
ENSMUSG00000014418	149.6098	-0.07279172	0.11269867	0.210157	0.6658506
ENSMUSG00000014426	446.4245	-0.1212858	0.08736621	0.05752609	0.4585135
ENSMUSG00000014444	29.04714	0.05314694	0.1355484	0.129445	0.5830686
ENSMUSG00000014470	195.3917	-0.04893548	0.10726655	0.4132077	0.8043688
ENSMUSG00000014496	657.152	0.1197557	0.07731707	0.04958472	0.4412587
ENSMUSG00000014498	292.3064	0.04895649	0.12222931	0.3021297	0.7432925
ENSMUSG00000014503	3.45178	-0.03559271	0.21012275	0.08754377	0.522133
ENSMUSG00000014504	102.7949	0.09686027	0.12670515	0.06080603	0.4648392
ENSMUSG00000014547	65.26654	-0.03567196	0.12364201	0.4172693	0.8069602
ENSMUSG00000014550	463.9777	-0.1622956	0.09037538	0.01274119	0.257704
ENSMUSG00000014551	298.2721	0.1120955	0.14480865	0.01988527	0.3118156
ENSMUSG00000014554	104.0965	-0.07420403	0.11416398	0.1951129	0.6536408
ENSMUSG00000014592	1276.625	0.003891149	0.10500141	0.948289	0.9877033
ENSMUSG00000014599	119.2305	-0.01990706	0.11284799	0.7182726	0.9312017
ENSMUSG00000014601	193.3527	-0.0608607	0.11058579	0.2987972	0.7412877
ENSMUSG00000014602	7513.189	0.001112002	0.07872231	0.9854625	0.9974738
ENSMUSG00000014603	1.372056	-0.01262675	0.16034566	0.4005553	NA
ENSMUSG00000014606	545.6905	-0.05904014	0.09220675	0.3516878	0.774535
ENSMUSG00000014609	0.04285809	0	0.21433687	1	NA
ENSMUSG00000014633	37.05283	0.008702697	0.1230859	0.8384713	0.9640237
ENSMUSG00000014668	219.7516	0.06764153	0.10104075	0.2802655	0.7286274
ENSMUSG00000014725	0.4631875	0.0001623671	0.18068602	0.9887745	NA
ENSMUSG00000014747	0.2199919	0.007058522	0.23003267	0.5278736	NA
ENSMUSG00000014748	198.5511	0.07858776	0.10219719	0.2104267	0.6664775
ENSMUSG00000014763	665.02	-0.08845899	0.08427405	0.1590675	0.6158836
ENSMUSG00000014767	260.859	0.1069675	0.1026656	0.09364444	0.5330688
ENSMUSG00000014769	551.1384	0.06154001	0.09904522	0.3277372	0.7605488
ENSMUSG00000014771	61.58517	-0.06968698	0.12597846	0.1373545	0.5893579
ENSMUSG00000014773	81.19743	-0.04506546	0.10922231	0.4418983	0.8221792
ENSMUSG00000014776	87.30352	-0.0315049	0.11411786	0.563222	0.8771599
ENSMUSG00000014778	11.82012	-0.02371926	0.13828427	0.3181761	0.7550756
ENSMUSG00000014782	21.33038	-0.02760295	0.12664203	0.4719905	0.8366296
ENSMUSG00000014786	212.0442	-0.01449901	0.10272413	0.8121386	0.9584419
ENSMUSG00000014791	15.12332	0.0171272	0.13006562	0.5780768	0.8840041
ENSMUSG00000014813	25.5256	-0.008437871	0.12351881	0.8406849	0.9644247
ENSMUSG00000014837	46.92994	-0.02533653	0.12398032	0.5495863	0.8728463
ENSMUSG00000014846	167.9121	-0.1780532	0.14452052	0.004006147	0.1599513
ENSMUSG00000014850	368.004	0.1250617	0.09270425	0.05325039	0.4498832
ENSMUSG00000014852	0.3624668	0.0009145477	0.21314868	0.9317848	NA
ENSMUSG00000014856	91.13835	-0.04449841	0.12062683	0.3616841	0.78102
ENSMUSG00000014859	70.36978	-0.03138263	0.11444749	0.5626235	0.876745
ENSMUSG00000014867	383.7501	-0.1296603	0.08363156	0.03988327	0.4133781
ENSMUSG00000014873	149.0843	0.03844637	0.12102153	0.420316	0.8090461
ENSMUSG00000014905	205.4882	0.07253011	0.10736154	0.2329747	0.6860324
ENSMUSG00000014907	84.18664	0.03483389	0.12225386	0.4466457	0.8256098
ENSMUSG00000014932	209.3897	0.05261861	0.11052779	0.3656685	0.7829593
ENSMUSG00000014956	2469.994	0.2073526	0.10657509	0.002417486	0.1288927
ENSMUSG00000014959	427.9157	-0.09883776	0.08858613	0.1208908	0.572577
ENSMUSG00000014980	116.1533	0.04596921	0.1144708	0.403002	0.8007678
ENSMUSG00000015001	0.07853339	0	0.21433687	1	NA
ENSMUSG00000015002	388.4613	0.07123165	0.12656784	0.1270865	0.579635
ENSMUSG00000015013	178.6891	0.02891316	0.10551972	0.6301945	0.902108
ENSMUSG00000015016	100.2299	-0.005946232	0.11519433	0.9103112	0.9792974
ENSMUSG00000015023	102.453	-0.06167723	0.12037274	0.2266197	0.6803876
ENSMUSG00000015027	37.91592	-0.0789975	0.12479902	0.1116651	0.5597139
ENSMUSG00000015053	10.90651	0.007230381	0.1294411	0.81365	0.9585805
ENSMUSG00000015083	2.952961	-0.01455489	0.15512997	0.3685715	0.7842494
ENSMUSG00000015085	46.11707	0.01261905	0.12484556	0.7518324	0.9407499
ENSMUSG00000015087	751.385	-0.01573335	0.08902481	0.8025452	0.9555313
ENSMUSG00000015090	803.6783	-0.125141	0.18076593	0.008039508	0.2184487
ENSMUSG00000015092	298.9888	-0.02630099	0.10509958	0.6621564	0.9133889
ENSMUSG00000015093	0.5763358	-0.004094403	0.17439031	0.7339173	NA
ENSMUSG00000015094	385.83	-0.01185457	0.11314398	0.8286158	0.9619876
ENSMUSG00000015095	364.0966	-0.1055798	0.11055823	0.08636213	0.5201107
ENSMUSG00000015112	39.22111	0.06382363	0.12208427	0.1984457	0.6566045
ENSMUSG00000015120	740.6235	-0.08995281	0.08908494	0.1576122	0.6154835
ENSMUSG00000015126	86.57863	-0.1095432	0.12022923	0.05648417	0.4575547
ENSMUSG00000015127	313.8192	-0.09147437	0.0972919	0.1523281	0.606268
ENSMUSG00000015133	24.63438	-0.02943173	0.12986949	0.3823059	0.7929558
ENSMUSG00000015134	1.396349	0.006426042	0.14759217	0.6643353	NA
ENSMUSG00000015143	545.779	0.02719106	0.11365778	0.6192755	0.8991867
ENSMUSG00000015149	456.3987	-0.02532092	0.10060527	0.682058	0.9198923
ENSMUSG00000015165	1337.425	0.01729242	0.07999968	0.7782264	0.9490303
ENSMUSG00000015176	264.3411	-0.126959	0.09988734	0.05050458	0.4422671
ENSMUSG00000015189	690.6079	0.05385864	0.08977799	0.3943997	0.7974547
ENSMUSG00000015202	31.2222	0.008278123	0.12142661	0.854792	0.9678315
ENSMUSG00000015214	367.4171	0.1270326	0.10053248	0.05024695	0.4419905
ENSMUSG00000015217	186.3571	-0.2083629	0.1245561	0.002165213	0.1226792
ENSMUSG00000015222	12767.08	0.004444725	0.09196302	0.9437136	0.98618
ENSMUSG00000015224	180.3526	0.002262248	0.11389047	0.9665872	0.9921149
ENSMUSG00000015243	874.2108	-0.009656488	0.09678226	0.8772756	0.9722153
ENSMUSG00000015247	49.67308	-0.08997286	0.11961687	0.1033244	0.5509506
ENSMUSG00000015289	44.48566	-0.01212755	0.11958992	0.8000295	0.9544383
ENSMUSG00000015290	226.8165	0.06974021	0.10077982	0.2665446	0.7183576
ENSMUSG00000015291	2105.571	-0.09505554	0.09381234	0.1379907	0.5897563
ENSMUSG00000015305	572.8846	-0.1417368	0.10881812	0.02811749	0.3599838
ENSMUSG00000015312	43.87008	0.03617895	0.12059156	0.4512431	0.8276359
ENSMUSG00000015314	1.860523	-0.006984286	0.14778491	0.6395201	NA
ENSMUSG00000015316	0.8566988	0.007700325	0.16761678	0.5558023	NA
ENSMUSG00000015335	23.0492	0.04314038	0.12633239	0.2977143	0.7408816
ENSMUSG00000015337	57.09225	-0.2505082	0.24312324	0.0005245661	0.05551108
ENSMUSG00000015340	7.702415	0.01344533	0.13634325	0.5341678	0.8657455
ENSMUSG00000015341	453.9838	-0.03741177	0.08905748	0.5528667	0.8737878
ENSMUSG00000015342	164.2845	-0.01837559	0.11313232	0.737856	0.937107
ENSMUSG00000015354	38.41256	-0.02291309	0.12784676	0.5204742	0.8579613
ENSMUSG00000015355	5.049416	0.01929667	0.14673418	0.3154886	0.7530966
ENSMUSG00000015357	249.4718	0.01907896	0.10130273	0.7565074	0.9421405
ENSMUSG00000015363	114.8436	-0.06617206	0.10909211	0.2675294	0.7184949
ENSMUSG00000015365	0.174108	0	0.21433687	1	NA
ENSMUSG00000015377	368.063	0.01666812	0.09857475	0.7888169	0.9511877
ENSMUSG00000015396	70.8998	-0.04804034	0.12826839	0.2299522	0.683216
ENSMUSG00000015401	0.9820785	0.004993073	0.16543696	0.691461	NA
ENSMUSG00000015405	6.683956	-0.01534205	0.13582647	0.4981582	0.8485204
ENSMUSG00000015451	15.80268	0.00469285	0.13041456	0.8692146	0.9699071
ENSMUSG00000015452	2.701415	-0.01907683	0.14696248	0.3177698	0.7549411
ENSMUSG00000015461	142.2922	-0.02987164	0.10852505	0.6095987	0.8966001
ENSMUSG00000015467	10.28047	0.03238776	0.13825357	0.2265129	0.6803876
ENSMUSG00000015468	25.52579	0.003035646	0.12451265	0.9397249	0.9851868
ENSMUSG00000015474	99.44023	0.003402414	0.11946167	0.9433494	0.9861568
ENSMUSG00000015476	137.2699	0.06337984	0.13267145	0.1121614	0.5601719
ENSMUSG00000015478	97.63015	-0.02682092	0.11165055	0.6339238	0.9032667
ENSMUSG00000015484	41.72106	0.01926448	0.12100701	0.677123	0.918676
ENSMUSG00000015488	140.299	0.02725696	0.11461275	0.6129559	0.8975783
ENSMUSG00000015501	2158.381	0.2051337	0.10046627	0.002482298	0.1295155
ENSMUSG00000015522	233.9891	0.04884535	0.11953576	0.332716	0.7622288
ENSMUSG00000015533	0.6598785	-0.006712209	0.17591073	0.590984	NA
ENSMUSG00000015536	238.6073	0.02429439	0.10721516	0.6810614	0.9198756
ENSMUSG00000015542	54.0175	-0.0559528	0.12130628	0.2569548	0.7107896
ENSMUSG00000015568	257.0819	0.1461271	0.14877809	0.00813747	0.2190061
ENSMUSG00000015575	116.2928	0.0240859	0.10967433	0.6760106	0.9183222
ENSMUSG00000015597	545.6487	0.04788616	0.09147915	0.4489294	0.8269071
ENSMUSG00000015599	382.1118	0.05282326	0.11544892	0.3335302	0.7624688
ENSMUSG00000015605	289.2968	-0.1501325	0.10449953	0.02211914	0.3243677
ENSMUSG00000015647	97.01676	-0.0346836	0.12238258	0.4467466	0.8256098
ENSMUSG00000015652	0.5772718	0.01419561	0.22276756	0.2983331	NA
ENSMUSG00000015653	94.96626	-0.007805613	0.1213181	0.8634364	0.9696773
ENSMUSG00000015656	9731.862	-0.07065177	0.09865382	0.2634605	0.7173288
ENSMUSG00000015659	143.4523	0.05455867	0.10803769	0.3603674	0.7802583
ENSMUSG00000015668	130.0889	0.03554903	0.11364187	0.5187221	0.8573712
ENSMUSG00000015671	398.7037	-0.001884237	0.11209884	0.9729384	0.994259
ENSMUSG00000015672	53.67826	0.0270285	0.11920988	0.58144	0.8850973
ENSMUSG00000015697	443.8488	0.08718115	0.08566069	0.1669949	0.6243847
ENSMUSG00000015702	4.523449	0.01150137	0.14192783	0.5201102	0.8579613
ENSMUSG00000015709	1663.614	0.06289039	0.09688149	0.3198784	0.7567905
ENSMUSG00000015711	141.1254	0.01700381	0.11072233	0.7645062	0.9443585
ENSMUSG00000015714	411.3945	-0.1592255	0.10682726	0.01565643	0.2784826
ENSMUSG00000015721	0.04352699	0	0.21433687	1	NA
ENSMUSG00000015733	1234.366	0.02128251	0.08918012	0.7352992	0.9365848
ENSMUSG00000015745	53.29442	0.01269103	0.11816708	0.7983034	0.9541456
ENSMUSG00000015747	228.1996	0.05463778	0.10487232	0.3708574	0.7852906
ENSMUSG00000015748	125.0488	-0.01177621	0.11221687	0.8320613	0.9631191
ENSMUSG00000015749	343.8304	-0.01476076	0.09901065	0.8121725	0.9584419
ENSMUSG00000015750	235.522	-0.1104515	0.11072184	0.07419069	0.4958837
ENSMUSG00000015755	469.3201	0.01418306	0.09428071	0.8214877	0.9601586
ENSMUSG00000015757	374.1089	0.01589928	0.10596963	0.78972	0.9517878
ENSMUSG00000015759	282.4127	0.09054525	0.10003044	0.1544437	0.6096987
ENSMUSG00000015766	189.3791	-0.1260985	0.10940688	0.0466432	0.4369409
ENSMUSG00000015776	207.6984	-0.04846936	0.10342251	0.4298219	0.8134892
ENSMUSG00000015790	245.0119	-0.03113686	0.10205385	0.6124111	0.8975783
ENSMUSG00000015804	317.1322	0.001288569	0.09715744	0.9835381	0.9966454
ENSMUSG00000015806	913.0216	0.0144777	0.09678996	0.8169696	0.9595402
ENSMUSG00000015812	0.6653934	-0.006158957	0.16602094	0.6300698	NA
ENSMUSG00000015829	1313.839	0.05069177	0.11089571	0.3807952	0.7919538
ENSMUSG00000015837	2101.254	-0.1320703	0.09763241	0.04263161	0.4233216
ENSMUSG00000015839	83.79183	0.1033344	0.11877545	0.07198905	0.4919511
ENSMUSG00000015843	310.3303	-0.006691938	0.12102767	0.8837766	0.9736941
ENSMUSG00000015846	239.4173	-0.08937422	0.10474067	0.1530056	0.6071376
ENSMUSG00000015850	35.39113	-0.01784873	0.12887214	0.5892412	0.8889396
ENSMUSG00000015852	139.3933	-0.05109745	0.10457114	0.4026349	0.8007298
ENSMUSG00000015854	0.05631087	0	0.21433687	1	NA
ENSMUSG00000015869	170.4471	-0.1041326	0.11578861	0.07816879	0.5026416
ENSMUSG00000015879	317.5059	0.110641	0.1119262	0.07168107	0.4917324
ENSMUSG00000015880	3.947335	0.007678016	0.14283359	0.6396923	0.9056484
ENSMUSG00000015882	445.1252	0.02908111	0.10624723	0.6262319	0.9008299
ENSMUSG00000015889	243.3482	-0.007576429	0.09902553	0.9028613	0.9776916
ENSMUSG00000015932	738.3133	0.01423862	0.09902556	0.8186789	0.9595402
ENSMUSG00000015937	359.9561	-0.1454044	0.09373583	0.02595258	0.3493536
ENSMUSG00000015942	79.39384	-0.1173251	0.13128923	0.02818705	0.3599838
ENSMUSG00000015943	39.56383	0.01825209	0.12388644	0.6630325	0.9137297
ENSMUSG00000015944	447.9002	0.03389313	0.11188987	0.5478146	0.8720642
ENSMUSG00000015947	15.59527	0.01045246	0.13062331	0.7155883	0.9302329
ENSMUSG00000015950	41.29481	-0.01447581	0.1191073	0.7656565	0.9447223
ENSMUSG00000015957	1.813185	0.006860736	0.15107141	0.6316131	NA
ENSMUSG00000015961	541.2074	0.02270162	0.09197815	0.718671	0.9312017
ENSMUSG00000015962	0.07853339	0	0.21433687	1	NA
ENSMUSG00000015966	11.14947	0.01105396	0.13229839	0.6687241	0.9155711
ENSMUSG00000015968	414.1659	0.02536289	0.11745926	0.6186277	0.8989145
ENSMUSG00000015970	49.98976	0.03713339	0.12832635	0.3228931	0.757782
ENSMUSG00000015971	284.8981	-0.02284131	0.10345185	0.7072774	0.9285926
ENSMUSG00000015980	24.0027	-0.03413791	0.12946648	0.3340423	0.7629083
ENSMUSG00000015981	531.5764	-0.03859784	0.10032162	0.5342182	0.8657455
ENSMUSG00000015994	276.0094	-0.02240882	0.10928206	0.6984859	0.9262629
ENSMUSG00000016018	444.9264	0.02710398	0.09745317	0.6647633	0.9145387
ENSMUSG00000016024	7.027541	0.01094474	0.13467206	0.6274108	0.9010644
ENSMUSG00000016028	108.9057	0.03154862	0.12398161	0.463167	0.8324011
ENSMUSG00000016087	29.76341	-0.002683717	0.12679298	0.94035	0.9855033
ENSMUSG00000016128	142.8084	-0.03415424	0.10853529	0.5601026	0.8755415
ENSMUSG00000016150	1195.502	-0.03525943	0.10917279	0.5451145	0.8706318
ENSMUSG00000016179	230.4341	-0.1396606	0.12014033	0.02266267	0.3281946
ENSMUSG00000016181	100.8157	-0.03670525	0.11312397	0.508856	0.8521355
ENSMUSG00000016194	15.33665	-0.02030004	0.12882849	0.5448613	0.8706318
ENSMUSG00000016200	413.1284	0.1625214	0.11295238	0.0128024	0.257704
ENSMUSG00000016206	9.189072	-0.01848417	0.13238772	0.4999685	0.8492082
ENSMUSG00000016239	125.3487	-0.01755925	0.11225278	0.7521834	0.9407499
ENSMUSG00000016252	316.2068	-0.05837274	0.10474323	0.3404821	0.7655157
ENSMUSG00000016253	169.3532	-0.1261045	0.11409193	0.04178697	0.4205021
ENSMUSG00000016255	0.4400211	0.008070791	0.22352866	0.489905	NA
