task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
523	09/3faeac	12109786	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (SNI_Sal_3)	COMPLETED	0	2024-08-15 09:30:18.090	24.6s	20s	98.3%	50.6 MB	65.2 MB	1.1 GB	104.5 MB
522	95/ef6e6d	12109787	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (SNI_Sal_3)	COMPLETED	0	2024-08-15 09:30:18.342	24.4s	20s	98.2%	48.5 MB	63.1 MB	1.1 GB	106.5 MB
493	36/39beb5	12109780	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (Sham_oxy_1)	COMPLETED	0	2024-08-15 09:30:06.406	36.3s	29s	126.4%	9.2 MB	211.4 MB	1018.6 MB	257 KB
391	43/85f1f2	12109652	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (Sham_Sal_4)	COMPLETED	0	2024-08-15 09:27:08.012	3m 45s	3m 41s	108.0%	4 GB	4.6 GB	6.2 GB	684.9 MB
449	d0/ae3996	12109715	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (Sham_Sal_2)	COMPLETED	0	2024-08-15 09:29:24.110	1m 34s	1m 28s	93.8%	111.1 MB	811.5 MB	3.6 GB	55.1 MB
524	61/40395d	12109788	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (Sham_Sal_4)	COMPLETED	0	2024-08-15 09:30:52.828	9.9s	2s	95.2%	7.8 MB	18.5 MB	168.3 MB	168.2 MB
525	2d/f10f3a	12109789	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (Sham_Sal_4)	COMPLETED	0	2024-08-15 09:30:53.587	9.2s	2s	94.6%	7.7 MB	18.5 MB	174.3 MB	174.2 MB
488	f5/81dddf	12109766	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (Sham_Sal_1)	COMPLETED	0	2024-08-15 09:30:03.323	1m 4s	1m 1s	125.8%	9 MB	211.4 MB	2 GB	268.5 KB
448	0a/be5cbc	12109717	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (Sham_Sal_2)	COMPLETED	0	2024-08-15 09:29:24.491	1m 43s	1m 37s	95.1%	45.6 MB	745.8 MB	3.6 GB	1.3 KB
397	94/d587ab	12109659	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (SNI_Sal_4)	COMPLETED	0	2024-08-15 09:27:18.029	3m 55s	3m 45s	100.7%	2.7 GB	3 GB	5.9 GB	325.7 MB
454	9e/235e9e	12109714	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (Sham_Sal_2)	COMPLETED	0	2024-08-15 09:29:23.992	1m 49s	1m 41s	95.3%	899.9 MB	1.6 GB	3.6 GB	28.1 KB
490	ea/502f4d	12109779	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SNI_Sal_2)	COMPLETED	0	2024-08-15 09:30:06.248	1m 6s	1m 3s	126.1%	8.8 MB	211.4 MB	2.1 GB	255 KB
526	5b/5c13fc	12109790	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (Sham_Sal_4)	COMPLETED	0	2024-08-15 09:31:02.903	14.8s	10s	97.9%	42.8 MB	57.5 MB	504.8 MB	54 MB
528	67/1789a9	12109793	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (SNI_Sal_4)	COMPLETED	0	2024-08-15 09:31:13.038	4.7s	1s	93.4%	7.7 MB	18.5 MB	80.7 MB	80.6 MB
468	93/c43a0c	12109744	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (Sham_Sal_3)	COMPLETED	0	2024-08-15 09:29:58.222	1m 20s	1m 15s	94.0%	110.9 MB	811.5 MB	3.5 GB	49.5 MB
462	4b/8868f3	12109727	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (Sham_Sal_3)	COMPLETED	0	2024-08-15 09:29:53.408	1m 29s	1m 21s	93.7%	45.5 MB	745.8 MB	3.5 GB	1.3 KB
472	4f/b4f228	12109767	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SNI_oxy_3)	COMPLETED	0	2024-08-15 09:30:03.339	1m 19s	1m 17s	125.6%	9.1 MB	211.4 MB	2.5 GB	273.5 KB
527	c3/b48b5d	12109791	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (Sham_Sal_4)	COMPLETED	0	2024-08-15 09:31:03.068	19.7s	10s	98.0%	44.3 MB	59 MB	522.7 MB	56 MB
529	6b/721db1	12109792	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (SNI_Sal_4)	COMPLETED	0	2024-08-15 09:31:13.001	9.7s	1s	93.2%	7.7 MB	18.5 MB	82.3 MB	82.3 MB
478	62/3d7be9	12109771	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (Sham_oxy_4)	COMPLETED	0	2024-08-15 09:30:03.694	1m 24s	1m 17s	126.3%	9.1 MB	211.4 MB	2.6 GB	274 KB
500	a8/564b05	12109778	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SNI_Sal_3)	COMPLETED	0	2024-08-15 09:30:06.133	1m 22s	1m 17s	126.5%	9.2 MB	211.4 MB	2.7 GB	269.9 KB
530	9a/fb8be7	12109794	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (SNI_Sal_4)	COMPLETED	0	2024-08-15 09:31:18.013	9.7s	5s	97.7%	30.5 MB	45.2 MB	241.9 MB	28.2 MB
469	12/a1effb	12109768	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SNI_oxy_4)	COMPLETED	0	2024-08-15 09:30:03.420	1m 29s	1m 22s	125.3%	9.1 MB	211.4 MB	2.8 GB	270.6 KB
476	8a/fd5fb5	12109769	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (Sham_oxy_2)	COMPLETED	0	2024-08-15 09:30:03.448	1m 29s	1m 23s	126.0%	9.2 MB	211.4 MB	2.9 GB	270.7 KB
484	0f/f678b9	12109770	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (Sham_oxy_3)	COMPLETED	0	2024-08-15 09:30:03.613	1m 29s	1m 22s	125.9%	9.1 MB	211.1 MB	2.8 GB	267.3 KB
483	be/5ecc0a	12109776	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SNI_oxy_1)	COMPLETED	0	2024-08-15 09:30:05.900	1m 27s	1m 22s	127.3%	9.3 MB	211.4 MB	2.9 GB	273.7 KB
531	da/141237	12109795	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (SNI_Sal_4)	COMPLETED	0	2024-08-15 09:31:23.354	9.4s	5s	97.0%	30.4 MB	45.2 MB	246.9 MB	28.6 MB
505	fa/45ac1c	12109765	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SNI_Sal_4)	COMPLETED	0	2024-08-15 09:30:03.234	1m 35s	1m 27s	126.8%	8.7 MB	211.4 MB	2.9 GB	223.1 KB
503	e6/656715	12109773	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (Sham_Sal_4)	COMPLETED	0	2024-08-15 09:30:04.044	1m 34s	1m 26s	125.9%	9.1 MB	211.4 MB	2.9 GB	275.2 KB
497	8a/c9d839	12109777	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SNI_Sal_1)	COMPLETED	0	2024-08-15 09:30:06.042	1m 32s	1m 27s	124.0%	9 MB	211.4 MB	2.6 GB	275.5 KB
467	9b/d11691	12109743	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (Sham_Sal_3)	COMPLETED	0	2024-08-15 09:29:57.570	1m 40s	1m 34s	94.2%	593.4 MB	1.3 GB	3.5 GB	27.9 KB
496	fe/1b6b93	12109774	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SNI_oxy_2)	COMPLETED	0	2024-08-15 09:30:04.350	1m 38s	1m 33s	127.1%	9 MB	211.4 MB	3.3 GB	274.6 KB
506	73/8952e9	12109772	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (Sham_Sal_2)	COMPLETED	0	2024-08-15 09:30:03.830	1m 49s	1m 39s	127.3%	9.2 MB	211.4 MB	3.5 GB	279.7 KB
450	4f/59bf84	12109713	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (Sham_Sal_2)	COMPLETED	0	2024-08-15 09:29:23.933	2m 34s	2m 28s	96.6%	882.1 MB	1.5 GB	3.7 GB	1.7 KB
508	08/c2a298	12109775	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (Sham_Sal_3)	COMPLETED	0	2024-08-15 09:30:05.514	1m 52s	1m 47s	125.7%	9.2 MB	211.4 MB	3.5 GB	279.4 KB
463	b8/19d633	12109729	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (Sham_Sal_3)	COMPLETED	0	2024-08-15 09:29:53.627	2m 9s	2m 2s	96.7%	882.1 MB	1.5 GB	3.6 GB	1.7 KB
436	8c/871178	12109704	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (Sham_Sal_2)	COMPLETED	0	2024-08-15 09:28:54.104	3m 9s	3m 2s	112.3%	638.8 MB	1006.1 MB	4.5 GB	339.1 MB
532	0b/fae2be	12109796	NFCORE_RNASEQ:RNASEQ:CUSTOM_DUMPSOFTWAREVERSIONS (1)	COMPLETED	0	2024-08-15 09:32:00.748	7s	570ms	20.2%	8.4 MB	16 MB	1.2 MB	8.9 KB
390	70/0b6d20	12109657	NFCORE_RNASEQ:RNASEQ:DUPRADAR (Sham_Sal_4)	COMPLETED	0	2024-08-15 09:27:09.323	5m 3s	4m 56s	91.3%	410 MB	865.8 MB	24.3 GB	7.6 GB
445	85/93a17b	12109708	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (Sham_Sal_3)	COMPLETED	0	2024-08-15 09:29:23.278	2m 54s	2m 48s	114.3%	646.2 MB	883.8 MB	4.4 GB	335.4 MB
451	d3/0c2ece	12109711	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (Sham_Sal_2)	COMPLETED	0	2024-08-15 09:29:23.726	2m 54s	2m 44s	96.2%	10.3 GB	11 GB	3.6 GB	342.4 KB
466	70/633d65	12109726	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (Sham_Sal_3)	COMPLETED	0	2024-08-15 09:29:53.176	2m 45s	2m 41s	98.8%	8.2 GB	9 GB	3.5 GB	358.1 KB
149	9c/9f080a	12109414	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (SNI_oxy_4)	COMPLETED	0	2024-08-15 09:21:28.461	11m 24s	11m 20s	102.1%	6.5 GB	32.5 GB	20.5 GB	16.9 GB
282	af/90de20	12109553	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (SNI_Sal_2)	COMPLETED	0	2024-08-15 09:24:50.266	8m 27s	8m 23s	103.0%	4.6 GB	32.4 GB	17.4 GB	14.5 GB
286	1d/bbeba5	12109550	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (Sham_Sal_1)	COMPLETED	0	2024-08-15 09:24:49.679	9m 3s	8m 55s	102.1%	5.6 GB	32.4 GB	16.1 GB	13.3 GB
440	51/126b25	12109705	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (Sham_Sal_2)	COMPLETED	0	2024-08-15 09:28:54.545	5m 3s	4m 51s	113.6%	6.7 GB	8 GB	7.8 GB	1.4 GB
533	ce/ec5ae0	12109797	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (Sham_Sal_2)	COMPLETED	0	2024-08-15 09:33:57.963	9.8s	4s	95.0%	7.6 MB	18.5 MB	359.8 MB	359.7 MB
534	2e/c2620c	12109798	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (Sham_Sal_2)	COMPLETED	0	2024-08-15 09:33:58.144	9.6s	4s	92.1%	7.7 MB	18.5 MB	366.4 MB	366.4 MB
443	9c/f32fed	12109706	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (Sham_Sal_3)	COMPLETED	0	2024-08-15 09:29:22.895	4m 55s	4m 47s	106.3%	5.6 GB	6.8 GB	7.5 GB	1.1 GB
216	56/006166	12109477	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (SNI_oxy_3)	COMPLETED	0	2024-08-15 09:22:23.081	12m	11m 52s	101.3%	6.2 GB	32.4 GB	20.1 GB	16.8 GB
538	13/b868ce	12109801	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (Sham_Sal_3)	COMPLETED	0	2024-08-15 09:34:17.988	9.7s	4s	95.6%	7.7 MB	18.5 MB	281.1 MB	281.1 MB
537	d6/526568	12109802	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (Sham_Sal_3)	COMPLETED	0	2024-08-15 09:34:18.110	9.6s	3s	91.8%	7.5 MB	18.5 MB	272.4 MB	272.4 MB
535	2f/7c31ff	12109800	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (Sham_Sal_2)	COMPLETED	0	2024-08-15 09:34:08.180	24.6s	20s	97.7%	48.3 MB	62.8 MB	1.1 GB	96.5 MB
439	70/da2a59	12109702	NFCORE_RNASEQ:RNASEQ:DUPRADAR (Sham_Sal_2)	COMPLETED	0	2024-08-15 09:28:53.271	5m 39s	5m 33s	90.4%	449.2 MB	865.8 MB	25.7 GB	6.7 GB
536	a5/bd52b2	12109799	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (Sham_Sal_2)	COMPLETED	0	2024-08-15 09:34:07.831	29.9s	20s	98.0%	47 MB	61.7 MB	1.1 GB	98.1 MB
222	b3/bc97c3	12109482	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (Sham_oxy_2)	COMPLETED	0	2024-08-15 09:22:37.885	12m 5s	11m 56s	102.4%	15 GB	32.4 GB	20.3 GB	16.6 GB
540	dc/50c720	12109803	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (Sham_Sal_3)	COMPLETED	0	2024-08-15 09:34:28.050	19.7s	15s	97.5%	9.9 MB	24.8 MB	817.2 MB	80.4 MB
396	9a/df579f	12109663	NFCORE_RNASEQ:RNASEQ:DUPRADAR (SNI_Sal_4)	COMPLETED	0	2024-08-15 09:27:19.525	7m 28s	7m 23s	94.5%	510.8 MB	930 MB	58.2 GB	35.2 GB
539	7c/5720d6	12109804	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (Sham_Sal_3)	COMPLETED	0	2024-08-15 09:34:28.920	23.8s	16s	98.1%	57.2 MB	71.9 MB	843.3 MB	82.5 MB
247	ce/48db0f	12109514	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (Sham_oxy_4)	COMPLETED	0	2024-08-15 09:23:43.363	11m 39s	11m 32s	102.0%	5.9 GB	32.4 GB	20.2 GB	16.8 GB
444	83/cb3630	12109712	NFCORE_RNASEQ:RNASEQ:DUPRADAR (Sham_Sal_3)	COMPLETED	0	2024-08-15 09:29:23.817	6m 4s	5m 55s	87.6%	458.4 MB	865.8 MB	27.3 GB	8.2 GB
274	3e/8db16b	12109541	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (Sham_oxy_3)	COMPLETED	0	2024-08-15 09:24:33.966	11m 19s	11m 11s	101.7%	4.8 GB	32.4 GB	21.1 GB	17.5 GB
252	c9/f9f379	12109521	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (SNI_oxy_1)	COMPLETED	0	2024-08-15 09:23:55.150	12m 3s	11m 54s	101.5%	6.4 GB	32.4 GB	21.8 GB	18 GB
346	f9/23b1ca	12109614	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (SNI_Sal_3)	COMPLETED	0	2024-08-15 09:25:48.948	10m 44s	10m 35s	101.8%	5.6 GB	32.5 GB	19.4 GB	15.8 GB
343	c9/52c083	12109607	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (SNI_Sal_1)	COMPLETED	0	2024-08-15 09:25:45.319	13m 2s	12m 53s	101.9%	7.1 GB	32.5 GB	22.3 GB	18.8 GB
400	f2/966764	12109662	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (SNI_Sal_4)	COMPLETED	0	2024-08-15 09:27:18.691	11m 39s	11m 29s	102.9%	5.7 GB	32.5 GB	24.4 GB	20.7 GB
331	f8/a67a24	12109595	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (SNI_oxy_2)	COMPLETED	0	2024-08-15 09:25:23.532	13m 44s	13m 35s	101.4%	4.9 GB	32.4 GB	23.6 GB	19.5 GB
389	6c/176629	12109655	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (Sham_Sal_4)	COMPLETED	0	2024-08-15 09:27:08.769	13m 19s	13m 9s	100.9%	6.1 GB	32.4 GB	22.9 GB	19.1 GB
438	fc/3f4031	12109701	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (Sham_Sal_2)	COMPLETED	0	2024-08-15 09:28:53.018	15m 35s	15m 30s	101.1%	5.4 GB	32.5 GB	25.8 GB	21.4 GB
442	24/b85965	12109709	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (Sham_Sal_3)	COMPLETED	0	2024-08-15 09:29:23.546	16m 9s	15m 59s	101.2%	7 GB	32.5 GB	27.4 GB	23.1 GB
541	22/422b08	12109805	NFCORE_RNASEQ:RNASEQ:MULTIQC (1)	COMPLETED	0	2024-08-15 09:45:34.119	1m 14s	1m	155.0%	339 MB	1.2 GB	57.6 GB	54.6 MB
